2026-07-31 03:37:44,560 Loading openai/whisper-small ...
`torch_dtype` is deprecated! Use `dtype` instead!
2026-07-31 03:37:57,019 Encoder layers: 12 | Decoder layers: 12 | d_model: 768
2026-07-31 03:37:58,533 Loaded dataset: 255398 rows | 5275 V+up types | 8685 train/val positives
2026-07-31 03:37:58,533 Applying data-quality filters...
2026-07-31 03:38:03,523   Dropping 36419/255398 rows with an ambiguous multi-'up' transcript (unresolvable decoder token position)
2026-07-31 03:38:04,478   Dropping 30103/211540 V+up rows where a word sits between the verb and 'up' (non-adjacent particle construction)
2026-07-31 03:38:04,503 Filter counts: {'ambiguous_multi_up_dropped': 36419, 'nonadjacent_vup_dropped': 30103}
2026-07-31 03:38:04,538 Qualifying V+up types (>=5 occurrences): 1511
2026-07-31 03:38:07,918 Train: 2000 | Val: 2000 | Test types: 1511 (21860 rows)
2026-07-31 03:38:08,202 Loaded Dolma V+up frequencies from ../../Data/olmo_corpus_stats.pkl (5662 types)
2026-07-31 03:38:08,202 Dolma frequency spread across 1511 qualifying V+up types: min=0, median=216639, max=103842740
2026-07-31 03:38:08,202 Extracting train embeddings ...

Train:   0%|          | 0/2000 [00:00<?, ?utt/s]
Train:   0%|          | 1/2000 [00:06<3:23:06,  6.10s/utt]
Train:   0%|          | 2/2000 [00:06<1:33:48,  2.82s/utt]
Train:   0%|          | 3/2000 [00:06<56:34,  1.70s/utt]  
Train:   0%|          | 4/2000 [00:07<37:21,  1.12s/utt]
Train:   0%|          | 5/2000 [00:07<28:40,  1.16utt/s]
Train:   0%|          | 6/2000 [00:08<30:29,  1.09utt/s]
Train:   0%|          | 7/2000 [00:09<25:40,  1.29utt/s]
Train:   0%|          | 8/2000 [00:10<29:52,  1.11utt/s]
Train:   0%|          | 9/2000 [00:10<25:41,  1.29utt/s]
Train:   0%|          | 10/2000 [00:11<24:03,  1.38utt/s]
Train:   1%|          | 11/2000 [00:11<19:04,  1.74utt/s]
Train:   1%|          | 12/2000 [00:12<17:50,  1.86utt/s]
Train:   1%|          | 13/2000 [00:12<17:08,  1.93utt/s]
Train:   1%|          | 14/2000 [00:13<17:59,  1.84utt/s]
Train:   1%|          | 15/2000 [00:13<16:08,  2.05utt/s]
Train:   1%|          | 16/2000 [00:13<13:53,  2.38utt/s]
Train:   1%|          | 17/2000 [00:14<12:56,  2.55utt/s]
Train:   1%|          | 18/2000 [00:14<14:22,  2.30utt/s]
Train:   1%|          | 19/2000 [00:15<13:56,  2.37utt/s]
Train:   1%|          | 20/2000 [00:15<13:24,  2.46utt/s]
Train:   1%|          | 21/2000 [00:15<13:49,  2.39utt/s]
Train:   1%|          | 22/2000 [00:16<13:13,  2.49utt/s]
Train:   1%|          | 23/2000 [00:16<14:05,  2.34utt/s]
Train:   1%|          | 24/2000 [00:16<12:10,  2.70utt/s]
Train:   1%|▏         | 25/2000 [00:17<11:56,  2.76utt/s]
Train:   1%|▏         | 26/2000 [00:18<15:33,  2.11utt/s]
Train:   1%|▏         | 27/2000 [00:18<14:56,  2.20utt/s]
Train:   1%|▏         | 28/2000 [00:18<13:49,  2.38utt/s]
Train:   1%|▏         | 29/2000 [00:19<19:33,  1.68utt/s]
Train:   2%|▏         | 30/2000 [00:20<17:14,  1.90utt/s]
Train:   2%|▏         | 31/2000 [00:20<14:21,  2.29utt/s]
Train:   2%|▏         | 32/2000 [00:21<17:36,  1.86utt/s]
Train:   2%|▏         | 33/2000 [00:21<14:55,  2.20utt/s]
Train:   2%|▏         | 34/2000 [00:21<12:46,  2.57utt/s]
Train:   2%|▏         | 35/2000 [00:21<11:16,  2.91utt/s]
Train:   2%|▏         | 36/2000 [00:22<12:40,  2.58utt/s]
Train:   2%|▏         | 37/2000 [00:22<11:10,  2.93utt/s]
Train:   2%|▏         | 38/2000 [00:23<11:40,  2.80utt/s]
Train:   2%|▏         | 39/2000 [00:23<11:32,  2.83utt/s]
Train:   2%|▏         | 40/2000 [00:23<13:39,  2.39utt/s]
Train:   2%|▏         | 41/2000 [00:24<11:51,  2.75utt/s]
Train:   2%|▏         | 42/2000 [00:24<11:40,  2.80utt/s]
Train:   2%|▏         | 43/2000 [00:24<09:44,  3.35utt/s]
Train:   2%|▏         | 44/2000 [00:25<10:12,  3.19utt/s]
Train:   2%|▏         | 45/2000 [00:25<09:31,  3.42utt/s]
Train:   2%|▏         | 48/2000 [00:25<04:51,  6.69utt/s]
Train:   2%|▎         | 50/2000 [00:25<04:14,  7.65utt/s]
Train:   3%|▎         | 53/2000 [00:25<03:39,  8.88utt/s]
Train:   3%|▎         | 55/2000 [00:26<07:03,  4.60utt/s]
Train:   3%|▎         | 56/2000 [00:27<07:18,  4.43utt/s]
Train:   3%|▎         | 57/2000 [00:27<08:01,  4.03utt/s]
Train:   3%|▎         | 58/2000 [00:27<07:51,  4.11utt/s]
Train:   3%|▎         | 59/2000 [00:27<08:41,  3.72utt/s]
Train:   3%|▎         | 60/2000 [00:28<08:24,  3.85utt/s]
Train:   3%|▎         | 61/2000 [00:28<08:18,  3.89utt/s]
Train:   3%|▎         | 63/2000 [00:28<06:00,  5.37utt/s]
Train:   3%|▎         | 64/2000 [00:28<06:37,  4.87utt/s]
Train:   3%|▎         | 66/2000 [00:29<05:59,  5.38utt/s]
Train:   3%|▎         | 69/2000 [00:29<03:54,  8.25utt/s]
Train:   4%|▎         | 71/2000 [00:29<03:37,  8.88utt/s]
Train:   4%|▎         | 74/2000 [00:29<02:41, 11.90utt/s]
Train:   4%|▍         | 77/2000 [00:29<02:11, 14.61utt/s]
Train:   4%|▍         | 80/2000 [00:30<03:36,  8.85utt/s]
Train:   4%|▍         | 82/2000 [00:30<04:31,  7.06utt/s]
Train:   4%|▍         | 84/2000 [00:31<05:45,  5.55utt/s]
Train:   4%|▍         | 85/2000 [00:31<05:56,  5.37utt/s]
Train:   4%|▍         | 86/2000 [00:31<06:47,  4.69utt/s]
Train:   4%|▍         | 87/2000 [00:32<06:58,  4.57utt/s]
Train:   4%|▍         | 88/2000 [00:32<07:05,  4.49utt/s]
Train:   4%|▍         | 89/2000 [00:32<08:19,  3.82utt/s]
Train:   4%|▍         | 90/2000 [00:33<09:05,  3.50utt/s]
Train:   5%|▍         | 91/2000 [00:33<08:43,  3.65utt/s]
Train:   5%|▍         | 92/2000 [00:33<08:31,  3.73utt/s]
Train:   5%|▍         | 93/2000 [00:33<08:15,  3.85utt/s]
Train:   5%|▍         | 94/2000 [00:34<08:01,  3.96utt/s]
Train:   5%|▍         | 95/2000 [00:34<07:49,  4.06utt/s]
Train:   5%|▍         | 96/2000 [00:34<07:40,  4.14utt/s]
Train:   5%|▍         | 97/2000 [00:34<08:11,  3.87utt/s]
Train:   5%|▍         | 98/2000 [00:35<06:46,  4.68utt/s]
Train:   5%|▌         | 101/2000 [00:35<03:46,  8.38utt/s]
Train:   5%|▌         | 103/2000 [00:36<07:17,  4.33utt/s]
Train:   5%|▌         | 104/2000 [00:36<07:57,  3.97utt/s]
Train:   5%|▌         | 105/2000 [00:36<07:55,  3.98utt/s]
Train:   5%|▌         | 106/2000 [00:36<07:47,  4.05utt/s]
Train:   5%|▌         | 107/2000 [00:37<07:49,  4.03utt/s]
Train:   5%|▌         | 108/2000 [00:37<07:46,  4.05utt/s]
Train:   5%|▌         | 109/2000 [00:37<08:38,  3.65utt/s]
Train:   6%|▌         | 110/2000 [00:37<08:35,  3.66utt/s]
Train:   6%|▌         | 111/2000 [00:38<09:11,  3.42utt/s]
Train:   6%|▌         | 112/2000 [00:38<09:40,  3.25utt/s]
Train:   6%|▌         | 113/2000 [00:38<09:04,  3.46utt/s]
Train:   6%|▌         | 114/2000 [00:39<08:35,  3.66utt/s]
Train:   6%|▌         | 115/2000 [00:39<08:15,  3.80utt/s]
Train:   6%|▌         | 116/2000 [00:39<08:08,  3.85utt/s]
Train:   6%|▌         | 117/2000 [00:39<08:08,  3.85utt/s]
Train:   6%|▌         | 118/2000 [00:40<07:51,  4.00utt/s]
Train:   6%|▌         | 119/2000 [00:40<07:23,  4.24utt/s]
Train:   6%|▌         | 120/2000 [00:40<07:17,  4.30utt/s]
Train:   6%|▌         | 122/2000 [00:40<04:59,  6.28utt/s]
Train:   6%|▋         | 125/2000 [00:40<03:13,  9.69utt/s]
Train:   6%|▋         | 127/2000 [00:41<03:23,  9.22utt/s]
Train:   6%|▋         | 129/2000 [00:41<04:01,  7.75utt/s]
Train:   7%|▋         | 132/2000 [00:41<03:53,  7.99utt/s]
Train:   7%|▋         | 133/2000 [00:42<04:58,  6.25utt/s]
Train:   7%|▋         | 134/2000 [00:42<05:36,  5.55utt/s]
Train:   7%|▋         | 135/2000 [00:42<06:15,  4.97utt/s]
Train:   7%|▋         | 136/2000 [00:42<06:41,  4.64utt/s]
Train:   7%|▋         | 137/2000 [00:43<07:23,  4.20utt/s]
Train:   7%|▋         | 138/2000 [00:43<07:25,  4.18utt/s]
Train:   7%|▋         | 139/2000 [00:43<07:31,  4.12utt/s]
Train:   7%|▋         | 140/2000 [00:43<07:51,  3.94utt/s]
Train:   7%|▋         | 141/2000 [00:44<07:51,  3.95utt/s]
Train:   7%|▋         | 143/2000 [00:44<05:04,  6.09utt/s]
Train:   7%|▋         | 146/2000 [00:44<03:14,  9.54utt/s]
Train:   7%|▋         | 149/2000 [00:44<02:26, 12.67utt/s]
Train:   8%|▊         | 152/2000 [00:44<02:03, 14.92utt/s]
Train:   8%|▊         | 155/2000 [00:44<01:46, 17.25utt/s]
Train:   8%|▊         | 157/2000 [00:45<02:17, 13.42utt/s]
Train:   8%|▊         | 160/2000 [00:45<01:55, 15.97utt/s]
Train:   8%|▊         | 163/2000 [00:45<01:40, 18.20utt/s]
Train:   8%|▊         | 166/2000 [00:45<02:49, 10.79utt/s]
Train:   8%|▊         | 168/2000 [00:46<03:55,  7.77utt/s]
Train:   8%|▊         | 170/2000 [00:46<04:39,  6.55utt/s]
Train:   9%|▊         | 172/2000 [00:47<05:31,  5.51utt/s]
Train:   9%|▊         | 173/2000 [00:47<05:48,  5.25utt/s]
Train:   9%|▊         | 174/2000 [00:47<06:04,  5.02utt/s]
Train:   9%|▉         | 175/2000 [00:48<06:25,  4.74utt/s]
Train:   9%|▉         | 176/2000 [00:48<06:46,  4.49utt/s]
Train:   9%|▉         | 177/2000 [00:48<06:54,  4.40utt/s]
Train:   9%|▉         | 178/2000 [00:48<07:08,  4.25utt/s]
Train:   9%|▉         | 179/2000 [00:49<07:07,  4.26utt/s]
Train:   9%|▉         | 180/2000 [00:49<07:06,  4.26utt/s]
Train:   9%|▉         | 181/2000 [00:49<05:58,  5.08utt/s]
Train:   9%|▉         | 184/2000 [00:49<03:21,  9.03utt/s]
Train:   9%|▉         | 187/2000 [00:49<02:24, 12.53utt/s]
Train:  10%|▉         | 190/2000 [00:49<01:58, 15.29utt/s]
Train:  10%|▉         | 193/2000 [00:49<01:43, 17.42utt/s]
Train:  10%|▉         | 196/2000 [00:50<01:33, 19.35utt/s]
Train:  10%|▉         | 199/2000 [00:50<02:02, 14.68utt/s]
Train:  10%|█         | 201/2000 [00:50<03:12,  9.34utt/s]
Train:  10%|█         | 203/2000 [00:51<04:15,  7.04utt/s]
Train:  10%|█         | 205/2000 [00:51<04:58,  6.01utt/s]
Train:  10%|█         | 206/2000 [00:51<05:18,  5.64utt/s]
Train:  10%|█         | 207/2000 [00:52<05:26,  5.49utt/s]
Train:  10%|█         | 208/2000 [00:52<06:08,  4.86utt/s]
Train:  10%|█         | 209/2000 [00:52<06:22,  4.68utt/s]
Train:  11%|█         | 211/2000 [00:52<04:33,  6.53utt/s]
Train:  11%|█         | 214/2000 [00:52<03:06,  9.60utt/s]
Train:  11%|█         | 217/2000 [00:53<02:20, 12.71utt/s]
Train:  11%|█         | 220/2000 [00:53<01:55, 15.44utt/s]
Train:  11%|█         | 223/2000 [00:53<01:37, 18.26utt/s]
Train:  11%|█▏        | 226/2000 [00:53<02:45, 10.72utt/s]
Train:  11%|█▏        | 229/2000 [00:53<02:19, 12.73utt/s]
Train:  12%|█▏        | 232/2000 [00:54<01:57, 15.04utt/s]
Train:  12%|█▏        | 235/2000 [00:54<01:44, 16.84utt/s]
