layer,component,verb_up,frequency,classifier_pred,up_probability,logit
11,encoder,come up,46625776,1,1.0,10.4029
11,encoder,come up,46625776,1,1.0,11.0495
11,encoder,come up,46625776,1,1.0,12.07
11,encoder,come up,46625776,1,1.0,15.9242
11,encoder,come up,46625776,0,0.0943,-2.2623
11,encoder,come up,46625776,1,1.0,12.434
11,encoder,come up,46625776,1,0.9963,5.5956
11,encoder,come up,46625776,1,0.9999,9.8816
11,encoder,come up,46625776,1,1.0,10.7652
11,encoder,come up,46625776,1,1.0,9.9787
11,encoder,come up,46625776,1,1.0,13.6658
11,encoder,come up,46625776,1,1.0,12.3968
11,encoder,come up,46625776,1,1.0,11.8481
11,encoder,come up,46625776,1,1.0,12.1198
11,encoder,come up,46625776,1,1.0,9.9869
11,encoder,come up,46625776,1,1.0,12.056
11,encoder,come up,46625776,1,1.0,11.9048
11,encoder,come up,46625776,1,1.0,11.7497
11,encoder,come up,46625776,1,1.0,13.1443
11,encoder,come up,46625776,1,1.0,11.8147
11,encoder,set up,103842740,1,1.0,19.4947
11,encoder,set up,103842740,1,1.0,15.3818
11,encoder,set up,103842740,1,1.0,15.7425
11,encoder,set up,103842740,1,1.0,18.1877
11,encoder,set up,103842740,1,1.0,17.5255
11,encoder,set up,103842740,1,1.0,12.2386
11,encoder,set up,103842740,1,1.0,13.658
11,encoder,set up,103842740,1,0.9998,8.6742
11,encoder,set up,103842740,1,1.0,11.1208
11,encoder,set up,103842740,1,1.0,15.1002
11,encoder,set up,103842740,1,1.0,14.6848
11,encoder,set up,103842740,1,1.0,12.715
11,encoder,set up,103842740,1,1.0,13.9004
11,encoder,set up,103842740,1,0.999,6.9042
11,encoder,set up,103842740,1,1.0,13.1713
11,encoder,set up,103842740,1,1.0,14.1552
11,encoder,set up,103842740,1,1.0,17.0661
11,encoder,set up,103842740,1,1.0,15.166
11,encoder,set up,103842740,1,1.0,12.1387
11,encoder,set up,103842740,1,1.0,12.4616
11,encoder,up,0,1,0.9995,7.6245
11,encoder,up,0,1,1.0,12.0647
11,encoder,up,0,1,1.0,14.2127
11,encoder,up,0,1,1.0,10.7926
11,encoder,up,0,1,1.0,12.7601
11,encoder,up,0,1,1.0,10.4947
11,encoder,up,0,1,0.9999,9.409
11,encoder,up,0,1,0.9999,9.4156
11,encoder,up,0,1,1.0,12.8691
11,encoder,up,0,1,1.0,15.6102
11,encoder,up,0,1,1.0,12.6791
11,encoder,up,0,1,1.0,13.0847
11,encoder,up,0,1,1.0,19.2206
11,encoder,up,0,1,1.0,14.6329
11,encoder,up,0,1,1.0,17.2974
11,encoder,up,0,1,1.0,13.7063
11,encoder,up,0,1,1.0,14.2437
11,encoder,up,0,1,1.0,14.2622
11,encoder,up,0,1,1.0,10.0612
11,encoder,up,0,1,1.0,15.1277
11,encoder,end up,70924084,1,0.9952,5.3368
11,encoder,end up,70924084,1,1.0,11.6519
11,encoder,end up,70924084,1,0.9973,5.9047
11,encoder,end up,70924084,1,1.0,14.064
11,encoder,end up,70924084,1,0.9999,9.5522
11,encoder,end up,70924084,1,1.0,12.4673
11,encoder,end up,70924084,1,1.0,13.7573
11,encoder,end up,70924084,1,1.0,12.1887
11,encoder,end up,70924084,1,1.0,11.0517
11,encoder,end up,70924084,1,1.0,13.9513
11,encoder,end up,70924084,1,1.0,11.5167
11,encoder,end up,70924084,1,0.9999,9.8158
11,encoder,end up,70924084,1,0.9999,9.3011
11,encoder,end up,70924084,1,0.9991,7.0667
11,encoder,end up,70924084,1,0.9979,6.1722
11,encoder,end up,70924084,1,1.0,11.0226
11,encoder,end up,70924084,1,0.9966,5.6939
11,encoder,end up,70924084,1,1.0,10.5086
11,encoder,end up,70924084,1,0.9946,5.2128
11,encoder,end up,70924084,1,0.9999,9.1797
11,encoder,came up,23263138,1,0.9997,8.2776
11,encoder,came up,23263138,1,1.0,11.8166
11,encoder,came up,23263138,1,0.9997,7.9917
11,encoder,came up,23263138,1,1.0,12.3149
11,encoder,came up,23263138,1,0.9996,7.7271
11,encoder,came up,23263138,1,1.0,10.6367
11,encoder,came up,23263138,1,0.9994,7.405
11,encoder,came up,23263138,1,1.0,15.8843
11,encoder,came up,23263138,1,1.0,11.4172
11,encoder,came up,23263138,1,1.0,11.3877
11,encoder,came up,23263138,1,1.0,11.1752
11,encoder,came up,23263138,1,1.0,14.0316
11,encoder,came up,23263138,1,1.0,12.8905
11,encoder,came up,23263138,0,0.0,-11.3652
11,encoder,came up,23263138,1,0.9994,7.4113
11,encoder,came up,23263138,1,0.9998,8.3588
11,encoder,came up,23263138,1,1.0,10.3124
11,encoder,came up,23263138,1,1.0,10.6032
11,encoder,came up,23263138,1,1.0,11.2049
11,encoder,came up,23263138,1,0.9999,8.9582
11,encoder,ended up,49589762,1,1.0,13.4313
11,encoder,ended up,49589762,1,1.0,12.071
11,encoder,ended up,49589762,1,1.0,14.5283
11,encoder,ended up,49589762,1,1.0,15.456
11,encoder,ended up,49589762,1,1.0,15.6851
11,encoder,ended up,49589762,1,1.0,12.0108
11,encoder,ended up,49589762,1,1.0,11.1166
11,encoder,ended up,49589762,1,0.9999,8.8051
11,encoder,ended up,49589762,1,1.0,14.3115
11,encoder,ended up,49589762,1,1.0,11.5875
11,encoder,ended up,49589762,1,1.0,13.2131
11,encoder,ended up,49589762,1,0.9988,6.689
11,encoder,ended up,49589762,1,1.0,14.3205
11,encoder,ended up,49589762,1,1.0,13.0675
11,encoder,ended up,49589762,1,1.0,12.8392
11,encoder,ended up,49589762,1,1.0,13.1505
11,encoder,ended up,49589762,1,1.0,11.533
11,encoder,ended up,49589762,0,0.407,-0.3766
