layer,component,verb_up,frequency,classifier_pred,up_probability,logit
3,encoder,come up,46625776,1,1.0,15.8385
3,encoder,come up,46625776,1,0.9704,3.4886
3,encoder,come up,46625776,1,1.0,14.7274
3,encoder,come up,46625776,1,0.9999,9.7974
3,encoder,come up,46625776,0,0.0,-10.4064
3,encoder,come up,46625776,1,0.9996,7.9301
3,encoder,come up,46625776,0,0.0005,-7.5142
3,encoder,come up,46625776,1,1.0,13.5522
3,encoder,come up,46625776,1,0.9999,9.4992
3,encoder,come up,46625776,0,0.0099,-4.6039
3,encoder,come up,46625776,1,0.9995,7.6323
3,encoder,come up,46625776,1,0.9085,2.2949
3,encoder,come up,46625776,1,0.9996,7.9212
3,encoder,come up,46625776,1,0.9001,2.1984
3,encoder,come up,46625776,1,0.8483,1.7209
3,encoder,come up,46625776,1,0.9998,8.6573
3,encoder,come up,46625776,1,1.0,13.3097
3,encoder,come up,46625776,1,1.0,18.217
3,encoder,come up,46625776,1,1.0,12.3627
3,encoder,come up,46625776,1,0.9103,2.3177
3,encoder,set up,103842740,1,1.0,14.0515
3,encoder,set up,103842740,1,1.0,14.3632
3,encoder,set up,103842740,1,1.0,21.6389
3,encoder,set up,103842740,1,1.0,21.9363
3,encoder,set up,103842740,1,1.0,10.6925
3,encoder,set up,103842740,1,0.9993,7.2208
3,encoder,set up,103842740,1,0.9998,8.4404
3,encoder,set up,103842740,1,1.0,12.3974
3,encoder,set up,103842740,1,1.0,14.246
3,encoder,set up,103842740,1,1.0,16.1304
3,encoder,set up,103842740,1,1.0,11.3187
3,encoder,set up,103842740,1,1.0,12.9889
3,encoder,set up,103842740,1,1.0,19.5576
3,encoder,set up,103842740,0,0.2422,-1.1405
3,encoder,set up,103842740,1,1.0,12.1872
3,encoder,set up,103842740,1,1.0,14.6874
3,encoder,set up,103842740,1,1.0,13.9497
3,encoder,set up,103842740,1,1.0,16.4678
3,encoder,set up,103842740,1,0.9989,6.81
3,encoder,set up,103842740,1,0.9992,7.178
3,encoder,up,0,1,1.0,13.4382
3,encoder,up,0,1,1.0,10.7565
3,encoder,up,0,1,1.0,18.2425
3,encoder,up,0,1,0.9982,6.3261
