layer,component,verb_up,frequency,classifier_pred,up_probability,logit
11,decoder,come up,46625776,1,1.0,13.508
11,decoder,come up,46625776,1,1.0,15.2882
11,decoder,come up,46625776,1,1.0,22.1305
11,decoder,come up,46625776,1,0.9932,4.984
11,decoder,come up,46625776,1,1.0,15.4784
11,decoder,come up,46625776,1,1.0,16.9864
11,decoder,come up,46625776,1,1.0,18.452
11,decoder,come up,46625776,1,0.9988,6.7342
11,decoder,come up,46625776,1,1.0,13.1723
11,decoder,come up,46625776,1,1.0,14.9525
11,decoder,come up,46625776,1,1.0,24.3681
11,decoder,come up,46625776,1,1.0,12.7617
11,decoder,come up,46625776,1,0.9903,4.6276
11,decoder,come up,46625776,1,1.0,13.4412
11,decoder,come up,46625776,1,1.0,20.6578
11,decoder,come up,46625776,1,1.0,14.0385
11,decoder,come up,46625776,1,1.0,12.8255
11,decoder,come up,46625776,1,1.0,10.7192
11,decoder,come up,46625776,1,1.0,17.8681
11,decoder,come up,46625776,1,0.9999,9.2446
11,decoder,set up,103842740,1,1.0,14.5375
11,decoder,set up,103842740,1,0.6587,0.6576
11,decoder,set up,103842740,1,0.9346,2.659
11,decoder,set up,103842740,1,1.0,10.767
11,decoder,set up,103842740,1,1.0,12.6675
11,decoder,set up,103842740,1,0.9999,9.628
11,decoder,set up,103842740,1,0.9951,5.3186
11,decoder,set up,103842740,1,1.0,24.5612
11,decoder,set up,103842740,1,0.7966,1.3652
11,decoder,set up,103842740,1,0.9993,7.2392
11,decoder,set up,103842740,1,0.9439,2.8235
11,decoder,set up,103842740,1,1.0,13.0475
11,decoder,set up,103842740,1,0.9428,2.8026
11,decoder,set up,103842740,1,1.0,10.6955
11,decoder,set up,103842740,1,0.9997,8.2119
11,decoder,set up,103842740,1,0.9992,7.0846
11,decoder,set up,103842740,1,1.0,12.7351
11,decoder,set up,103842740,1,1.0,20.4632
11,decoder,set up,103842740,1,1.0,11.6132
11,decoder,set up,103842740,1,1.0,12.1519
11,decoder,up,0,1,0.9971,5.8547
11,decoder,up,0,1,0.997,5.7946
11,decoder,up,0,1,1.0,15.6767
11,decoder,up,0,1,0.9999,8.9549
11,decoder,up,0,1,1.0,13.9732
11,decoder,up,0,1,0.9999,9.3363
11,decoder,up,0,1,0.9999,9.5649
11,decoder,up,0,1,0.9276,2.5497
11,decoder,up,0,1,0.9991,7.0688
11,decoder,up,0,1,1.0,16.2915
11,decoder,up,0,1,1.0,10.4099
11,decoder,up,0,1,0.9161,2.39
11,decoder,up,0,1,1.0,19.3627
11,decoder,up,0,1,1.0,20.2417
11,decoder,up,0,1,0.9953,5.3596
11,decoder,up,0,1,1.0,11.2831
11,decoder,up,0,1,0.9991,6.9822
11,decoder,up,0,1,0.9363,2.6873
11,decoder,up,0,1,0.9997,8.0786
11,decoder,up,0,1,0.8909,2.0998
11,decoder,end up,70924084,1,1.0,12.8281
11,decoder,end up,70924084,1,1.0,11.7884
11,decoder,end up,70924084,1,1.0,19.1988
11,decoder,end up,70924084,0,0.0232,-3.7387
11,decoder,end up,70924084,1,1.0,14.3574
11,decoder,end up,70924084,0,0.0105,-4.5501
11,decoder,end up,70924084,1,0.9396,2.7452
11,decoder,end up,70924084,1,0.9807,3.9282
11,decoder,end up,70924084,1,0.945,2.8432
11,decoder,end up,70924084,1,0.9983,6.3668
11,decoder,end up,70924084,0,0.0181,-3.9938
11,decoder,end up,70924084,0,0.1097,-2.0936
11,decoder,end up,70924084,0,0.0,-22.506
11,decoder,end up,70924084,1,0.7239,0.9641
11,decoder,end up,70924084,1,1.0,17.78
11,decoder,end up,70924084,1,0.8095,1.4466
11,decoder,end up,70924084,1,1.0,12.0548
11,decoder,end up,70924084,0,0.0953,-2.25
11,decoder,end up,70924084,1,0.7892,1.3202
11,decoder,end up,70924084,1,1.0,15.8285
11,decoder,came up,23263138,1,1.0,11.5835
11,decoder,came up,23263138,1,1.0,12.819
11,decoder,came up,23263138,1,1.0,19.4036
11,decoder,came up,23263138,1,1.0,15.6691
11,decoder,came up,23263138,1,1.0,12.1143
11,decoder,came up,23263138,1,1.0,10.0463
11,decoder,came up,23263138,1,1.0,16.806
11,decoder,came up,23263138,1,1.0,12.7211
11,decoder,came up,23263138,1,1.0,11.8129
11,decoder,came up,23263138,1,1.0,22.8124
11,decoder,came up,23263138,1,1.0,15.5423
11,decoder,came up,23263138,1,0.9978,6.1361
11,decoder,came up,23263138,1,0.9908,4.681
11,decoder,came up,23263138,1,1.0,15.0092
11,decoder,came up,23263138,1,0.9999,9.8171
11,decoder,came up,23263138,1,1.0,14.5014
11,decoder,came up,23263138,1,1.0,15.1402
11,decoder,came up,23263138,1,1.0,11.9258
11,decoder,came up,23263138,1,1.0,22.7565
11,decoder,came up,23263138,1,1.0,14.2032
11,decoder,ended up,49589762,1,1.0,11.2319
11,decoder,ended up,49589762,1,1.0,14.7967
