layer,component,verb_up,frequency,classifier_pred,up_probability,logit
5,decoder,come up,46625776,1,1.0,12.9078
5,decoder,come up,46625776,1,1.0,11.1801
5,decoder,come up,46625776,1,1.0,11.4136
5,decoder,come up,46625776,1,0.9959,5.5005
5,decoder,come up,46625776,1,1.0,11.7221
5,decoder,come up,46625776,1,0.9999,9.1826
5,decoder,come up,46625776,1,1.0,11.7938
5,decoder,come up,46625776,1,1.0,10.2529
5,decoder,come up,46625776,1,0.9998,8.6782
5,decoder,come up,46625776,1,1.0,14.4737
5,decoder,come up,46625776,1,1.0,12.0548
5,decoder,come up,46625776,1,0.9999,9.6604
5,decoder,come up,46625776,1,0.9998,8.651
5,decoder,come up,46625776,1,1.0,10.1897
5,decoder,come up,46625776,1,1.0,12.4584
5,decoder,come up,46625776,1,1.0,10.4215
5,decoder,come up,46625776,1,1.0,11.2209
5,decoder,come up,46625776,1,0.9999,9.7942
5,decoder,come up,46625776,1,0.9999,8.9862
5,decoder,come up,46625776,1,0.9994,7.3633
5,decoder,set up,103842740,1,0.9999,9.3676
5,decoder,set up,103842740,1,0.9946,5.2187
5,decoder,set up,103842740,1,0.9984,6.4076
5,decoder,set up,103842740,1,0.9999,9.0437
5,decoder,set up,103842740,1,1.0,10.4168
5,decoder,set up,103842740,1,0.9999,9.3114
5,decoder,set up,103842740,1,0.9963,5.6067
5,decoder,set up,103842740,1,1.0,11.2451
5,decoder,set up,103842740,1,0.989,4.5019
5,decoder,set up,103842740,1,0.9995,7.6706
5,decoder,set up,103842740,1,0.998,6.2016
5,decoder,set up,103842740,1,0.9998,8.4336
5,decoder,set up,103842740,1,0.9987,6.6445
5,decoder,set up,103842740,1,1.0,10.6339
5,decoder,set up,103842740,1,0.9999,9.2519
5,decoder,set up,103842740,1,0.9999,9.4955
5,decoder,set up,103842740,1,0.9997,8.0691
5,decoder,set up,103842740,1,1.0,10.861
5,decoder,set up,103842740,1,1.0,10.2981
5,decoder,set up,103842740,1,0.9999,9.3114
5,decoder,up,0,1,1.0,14.881
5,decoder,up,0,1,1.0,13.4345
5,decoder,up,0,1,1.0,13.9455
5,decoder,up,0,1,1.0,11.1746
5,decoder,up,0,1,1.0,14.1422
5,decoder,up,0,1,1.0,11.6513
5,decoder,up,0,1,1.0,10.3967
5,decoder,up,0,1,1.0,14.3247
5,decoder,up,0,1,0.9999,9.8806
5,decoder,up,0,1,1.0,12.2219
5,decoder,up,0,1,1.0,11.3941
5,decoder,up,0,1,1.0,13.0327
5,decoder,up,0,1,1.0,15.8969
5,decoder,up,0,1,1.0,12.5823
5,decoder,up,0,1,0.9999,9.786
5,decoder,up,0,1,1.0,11.9939
5,decoder,up,0,1,1.0,13.9128
5,decoder,up,0,1,1.0,10.7273
5,decoder,up,0,1,1.0,13.3681
5,decoder,up,0,1,1.0,10.5955
5,decoder,end up,70924084,1,1.0,11.2827
5,decoder,end up,70924084,1,1.0,10.8555
5,decoder,end up,70924084,1,1.0,11.7166
5,decoder,end up,70924084,1,0.9885,4.4506
5,decoder,end up,70924084,1,0.9995,7.6686
5,decoder,end up,70924084,1,0.9974,5.9448
5,decoder,end up,70924084,1,0.9939,5.0989
5,decoder,end up,70924084,1,0.9864,4.2826
5,decoder,end up,70924084,1,0.999,6.8613
5,decoder,end up,70924084,1,1.0,11.8264
5,decoder,end up,70924084,1,0.9971,5.8477
5,decoder,end up,70924084,1,0.9325,2.6255
5,decoder,end up,70924084,1,0.9465,2.874
5,decoder,end up,70924084,1,0.9959,5.5048
5,decoder,end up,70924084,1,1.0,10.9101
5,decoder,end up,70924084,1,0.9988,6.7122
5,decoder,end up,70924084,1,0.998,6.1902
5,decoder,end up,70924084,1,0.928,2.5571
5,decoder,end up,70924084,1,0.9999,9.4111
5,decoder,end up,70924084,1,0.9999,9.4075
5,decoder,came up,23263138,1,0.9986,6.5466
5,decoder,came up,23263138,1,0.9983,6.3996
5,decoder,came up,23263138,1,0.9999,9.5342
5,decoder,came up,23263138,1,0.996,5.5113
5,decoder,came up,23263138,1,0.9989,6.7822
5,decoder,came up,23263138,1,0.9927,4.9136
5,decoder,came up,23263138,1,0.9996,7.8989
5,decoder,came up,23263138,1,0.9999,9.8047
5,decoder,came up,23263138,1,0.9999,9.4068
5,decoder,came up,23263138,1,1.0,11.1717
5,decoder,came up,23263138,1,0.9992,7.1472
5,decoder,came up,23263138,1,1.0,10.9905
5,decoder,came up,23263138,1,0.9992,7.1192
5,decoder,came up,23263138,1,0.9977,6.0659
5,decoder,came up,23263138,1,0.9968,5.7557
5,decoder,came up,23263138,1,0.9996,7.8536
5,decoder,came up,23263138,1,0.9997,8.2194
5,decoder,came up,23263138,1,0.9999,9.4743
5,decoder,came up,23263138,1,0.9979,6.1691
5,decoder,came up,23263138,1,0.9999,9.505
5,decoder,ended up,49589762,1,0.9999,9.732
5,decoder,ended up,49589762,1,1.0,11.1853
5,decoder,ended up,49589762,1,0.5952,0.3853
5,decoder,ended up,49589762,1,1.0,10.2442
5,decoder,ended up,49589762,1,0.9975,5.9815
5,decoder,ended up,49589762,1,1.0,11.2484
5,decoder,ended up,49589762,1,0.8464,1.7063
5,decoder,ended up,49589762,1,0.9987,6.6564
5,decoder,ended up,49589762,1,0.9971,5.8404
5,decoder,ended up,49589762,1,0.9909,4.6913
5,decoder,ended up,49589762,1,1.0,11.0692
5,decoder,ended up,49589762,1,0.9965,5.6391
5,decoder,ended up,49589762,1,0.857,1.7907
5,decoder,ended up,49589762,1,0.9997,8.0985
5,decoder,ended up,49589762,1,0.9999,9.0823
5,decoder,ended up,49589762,1,0.999,6.8923
5,decoder,ended up,49589762,1,0.8854,2.0444
5,decoder,ended up,49589762,1,0.9736,3.6079
5,decoder,ended up,49589762,1,1.0,12.8393
5,decoder,ended up,49589762,1,0.9787,3.8281
5,decoder,coming up,19257169,1,0.9997,8.1141
5,decoder,coming up,19257169,1,0.9994,7.3719
5,decoder,coming up,19257169,1,0.9998,8.3081
5,decoder,coming up,19257169,1,1.0,12.1988
5,decoder,coming up,19257169,1,1.0,13.3773
5,decoder,coming up,19257169,1,1.0,12.7805
5,decoder,coming up,19257169,1,0.9999,9.1964
5,decoder,coming up,19257169,1,1.0,12.343
5,decoder,coming up,19257169,1,0.9999,9.3279
5,decoder,coming up,19257169,1,0.9999,8.9931
5,decoder,coming up,19257169,1,1.0,13.0941
5,decoder,coming up,19257169,1,0.9995,7.6949
5,decoder,coming up,19257169,1,1.0,11.4289
5,decoder,coming up,19257169,1,0.9999,9.3175
5,decoder,coming up,19257169,1,1.0,10.1725
5,decoder,coming up,19257169,1,0.9998,8.7621
5,decoder,coming up,19257169,1,1.0,10.9334
5,decoder,coming up,19257169,1,1.0,14.2364
5,decoder,coming up,19257169,1,0.9995,7.6924
5,decoder,coming up,19257169,1,1.0,11.768
5,decoder,grew up,29647067,1,0.9999,9.3806
5,decoder,grew up,29647067,1,0.999,6.9345
5,decoder,grew up,29647067,1,0.9765,3.7251
5,decoder,grew up,29647067,1,0.9975,5.9949
5,decoder,grew up,29647067,1,0.9999,9.1269
5,decoder,grew up,29647067,1,0.999,6.9176
5,decoder,grew up,29647067,1,1.0,10.3955
5,decoder,grew up,29647067,1,0.9991,7.0482
5,decoder,grew up,29647067,1,1.0,11.8731
5,decoder,grew up,29647067,1,0.998,6.2168
5,decoder,grew up,29647067,1,0.9999,9.6945
5,decoder,grew up,29647067,1,0.9997,8.1704
5,decoder,grew up,29647067,1,0.9996,7.8037
5,decoder,grew up,29647067,1,0.9999,9.7838
5,decoder,grew up,29647067,1,0.9983,6.3722
5,decoder,grew up,29647067,1,0.9949,5.2762
5,decoder,grew up,29647067,1,0.9994,7.4307
5,decoder,grew up,29647067,1,0.999,6.8686
5,decoder,grew up,29647067,1,0.9995,7.5753
5,decoder,grew up,29647067,1,0.9992,7.1336
5,decoder,pick up,47130414,1,0.9999,9.6654
5,decoder,pick up,47130414,1,1.0,10.051
5,decoder,pick up,47130414,1,0.9999,9.3452
5,decoder,pick up,47130414,1,0.9999,9.4138
5,decoder,pick up,47130414,1,0.9999,9.5204
5,decoder,pick up,47130414,1,0.9993,7.199
5,decoder,pick up,47130414,1,0.9999,9.7005
5,decoder,pick up,47130414,1,0.9999,8.8661
5,decoder,pick up,47130414,1,0.9999,9.0172
5,decoder,pick up,47130414,1,1.0,10.4119
5,decoder,pick up,47130414,1,0.9981,6.2418
5,decoder,pick up,47130414,1,1.0,9.9424
5,decoder,pick up,47130414,1,0.9999,9.3369
5,decoder,pick up,47130414,1,1.0,10.2561
5,decoder,pick up,47130414,1,0.9925,4.8826
5,decoder,pick up,47130414,1,0.9999,9.4227
5,decoder,pick up,47130414,1,1.0,10.1628
5,decoder,pick up,47130414,1,0.9999,9.4747
5,decoder,pick up,47130414,1,0.9967,5.7115
5,decoder,pick up,47130414,1,0.9988,6.7504
5,decoder,made up,30311015,1,1.0,11.5637
5,decoder,made up,30311015,1,0.9979,6.1768
5,decoder,made up,30311015,1,1.0,12.0961
5,decoder,made up,30311015,1,0.9992,7.0781
5,decoder,made up,30311015,1,0.9996,7.836
5,decoder,made up,30311015,1,1.0,11.9624
5,decoder,made up,30311015,1,1.0,15.7905
5,decoder,made up,30311015,1,0.9968,5.7265
5,decoder,made up,30311015,1,1.0,11.8203
5,decoder,made up,30311015,1,0.9999,9.0
5,decoder,made up,30311015,1,0.9989,6.8365
5,decoder,made up,30311015,1,0.9988,6.6855
5,decoder,made up,30311015,1,0.9996,7.7499
5,decoder,made up,30311015,1,0.9974,5.9673
5,decoder,made up,30311015,1,0.9998,8.6829
5,decoder,made up,30311015,1,0.9988,6.7577
5,decoder,made up,30311015,1,1.0,10.3352
5,decoder,made up,30311015,1,0.9974,5.9614
5,decoder,made up,30311015,1,0.9996,7.8604
5,decoder,made up,30311015,1,0.9996,7.7249
5,decoder,go up,14885945,1,1.0,11.7688
5,decoder,go up,14885945,1,1.0,11.0381
5,decoder,go up,14885945,1,0.9999,9.8353
5,decoder,go up,14885945,1,1.0,12.6559
5,decoder,go up,14885945,1,0.9999,9.7182
5,decoder,go up,14885945,1,1.0,10.3344
5,decoder,go up,14885945,1,1.0,10.0927
5,decoder,go up,14885945,1,1.0,10.4225
5,decoder,go up,14885945,1,1.0,12.5151
5,decoder,go up,14885945,1,1.0,11.5911
