layer,component,verb_up,frequency,classifier_pred,up_probability,logit
4,decoder,come up,46625776,1,0.9998,8.5286
4,decoder,come up,46625776,1,0.9999,8.8517
4,decoder,come up,46625776,1,0.9998,8.6201
4,decoder,come up,46625776,1,0.999,6.8711
4,decoder,come up,46625776,1,0.9999,9.5021
4,decoder,come up,46625776,1,0.9998,8.529
4,decoder,come up,46625776,1,0.9999,8.8911
4,decoder,come up,46625776,1,0.9997,8.1051
4,decoder,come up,46625776,1,0.9997,8.0147
4,decoder,come up,46625776,1,0.9999,9.2214
4,decoder,come up,46625776,1,0.9991,7.0203
4,decoder,come up,46625776,1,0.9996,7.9507
4,decoder,come up,46625776,1,0.9995,7.7025
4,decoder,come up,46625776,1,0.9994,7.5002
4,decoder,come up,46625776,1,0.9999,9.0352
4,decoder,come up,46625776,1,0.9998,8.6125
4,decoder,come up,46625776,1,0.9999,9.0236
4,decoder,come up,46625776,1,0.9996,7.8349
4,decoder,come up,46625776,1,0.9996,7.9059
4,decoder,come up,46625776,1,0.999,6.8711
4,decoder,set up,103842740,1,0.9993,7.2847
4,decoder,set up,103842740,1,0.9967,5.6967
4,decoder,set up,103842740,1,0.9946,5.208
4,decoder,set up,103842740,1,0.9965,5.6469
4,decoder,set up,103842740,1,0.9985,6.5308
4,decoder,set up,103842740,1,0.9989,6.7923
4,decoder,set up,103842740,1,0.9842,4.1333
4,decoder,set up,103842740,1,0.9996,7.91
4,decoder,set up,103842740,1,0.9961,5.5373
4,decoder,set up,103842740,1,0.995,5.2933
4,decoder,set up,103842740,1,0.9982,6.306
4,decoder,set up,103842740,1,0.9961,5.5508
4,decoder,set up,103842740,1,0.9965,5.6499
4,decoder,set up,103842740,1,0.9992,7.1527
4,decoder,set up,103842740,1,0.9994,7.3436
4,decoder,set up,103842740,1,0.9974,5.9641
4,decoder,set up,103842740,1,0.9963,5.6047
4,decoder,set up,103842740,1,0.9995,7.6074
4,decoder,set up,103842740,1,0.9996,7.8112
