layer,component,verb_up,frequency,classifier_pred,up_probability,logit
1,decoder,come up,46625776,1,1.0,12.8837
1,decoder,come up,46625776,1,1.0,13.2131
1,decoder,come up,46625776,1,1.0,12.9446
1,decoder,come up,46625776,1,1.0,11.569
1,decoder,come up,46625776,1,1.0,13.9712
1,decoder,come up,46625776,1,1.0,12.1839
1,decoder,come up,46625776,1,1.0,13.2601
1,decoder,come up,46625776,1,1.0,12.4445
1,decoder,come up,46625776,1,1.0,13.2919
1,decoder,come up,46625776,1,1.0,14.3636
1,decoder,come up,46625776,1,1.0,11.9299
1,decoder,come up,46625776,1,1.0,13.1347
1,decoder,come up,46625776,1,1.0,12.5976
1,decoder,come up,46625776,1,1.0,12.4228
1,decoder,come up,46625776,1,1.0,12.7326
1,decoder,come up,46625776,1,1.0,13.5021
1,decoder,come up,46625776,1,1.0,13.3116
1,decoder,come up,46625776,1,1.0,13.0411
1,decoder,come up,46625776,1,1.0,11.9608
1,decoder,come up,46625776,1,1.0,11.7316
1,decoder,set up,103842740,1,1.0,12.7165
1,decoder,set up,103842740,1,1.0,11.7634
1,decoder,set up,103842740,1,1.0,11.7401
1,decoder,set up,103842740,1,1.0,11.1439
1,decoder,set up,103842740,1,1.0,13.2138
1,decoder,set up,103842740,1,1.0,12.6361
1,decoder,set up,103842740,1,1.0,12.1053
1,decoder,set up,103842740,1,1.0,13.5089
1,decoder,set up,103842740,1,1.0,12.8095
1,decoder,set up,103842740,1,1.0,12.4271
1,decoder,set up,103842740,1,1.0,12.6528
1,decoder,set up,103842740,1,1.0,13.2976
1,decoder,set up,103842740,1,1.0,12.4013
1,decoder,set up,103842740,1,1.0,13.2062
1,decoder,set up,103842740,1,1.0,13.1103
1,decoder,set up,103842740,1,1.0,11.1724
1,decoder,set up,103842740,1,1.0,12.6651
1,decoder,set up,103842740,1,1.0,12.9751
1,decoder,set up,103842740,1,1.0,12.1378
1,decoder,set up,103842740,1,1.0,12.8083
1,decoder,up,0,1,1.0,13.2551
1,decoder,up,0,1,1.0,11.093
1,decoder,up,0,1,1.0,12.095
1,decoder,up,0,1,1.0,13.2322
1,decoder,up,0,1,1.0,13.7775
1,decoder,up,0,1,1.0,12.4291
1,decoder,up,0,1,1.0,11.5353
1,decoder,up,0,1,1.0,13.4017
1,decoder,up,0,1,1.0,11.2789
1,decoder,up,0,1,1.0,12.5119
1,decoder,up,0,1,1.0,13.8835
1,decoder,up,0,1,1.0,13.1247
1,decoder,up,0,1,1.0,13.798
1,decoder,up,0,1,1.0,12.9741
1,decoder,up,0,1,0.9999,9.3837
1,decoder,up,0,1,1.0,12.622
1,decoder,up,0,1,1.0,13.6577
1,decoder,up,0,1,1.0,12.3643
1,decoder,up,0,1,1.0,12.684
1,decoder,up,0,1,1.0,11.1941
1,decoder,end up,70924084,1,1.0,14.7392
1,decoder,end up,70924084,1,1.0,14.0989
1,decoder,end up,70924084,1,1.0,13.8107
1,decoder,end up,70924084,1,1.0,13.5298
1,decoder,end up,70924084,1,1.0,13.4812
1,decoder,end up,70924084,1,1.0,14.0334
1,decoder,end up,70924084,1,1.0,12.3283
1,decoder,end up,70924084,1,1.0,11.483
1,decoder,end up,70924084,1,1.0,13.4046
1,decoder,end up,70924084,1,1.0,12.828
1,decoder,end up,70924084,1,1.0,13.4009
1,decoder,end up,70924084,1,1.0,12.662
1,decoder,end up,70924084,1,1.0,13.1871
1,decoder,end up,70924084,1,1.0,14.4744
1,decoder,end up,70924084,1,1.0,13.9821
1,decoder,end up,70924084,1,1.0,12.7949
1,decoder,end up,70924084,1,1.0,14.2393
1,decoder,end up,70924084,1,1.0,13.0744
1,decoder,end up,70924084,1,1.0,13.8813
1,decoder,end up,70924084,1,1.0,14.4907
1,decoder,came up,23263138,1,1.0,13.8761
1,decoder,came up,23263138,1,1.0,12.727
1,decoder,came up,23263138,1,1.0,12.5573
1,decoder,came up,23263138,1,1.0,12.6487
1,decoder,came up,23263138,1,1.0,13.1317
1,decoder,came up,23263138,1,1.0,13.4805
1,decoder,came up,23263138,1,1.0,12.9886
1,decoder,came up,23263138,1,1.0,13.4052
1,decoder,came up,23263138,1,1.0,13.7484
1,decoder,came up,23263138,1,1.0,13.5078
1,decoder,came up,23263138,1,1.0,12.2717
1,decoder,came up,23263138,1,1.0,11.2036
1,decoder,came up,23263138,1,1.0,12.2629
1,decoder,came up,23263138,1,1.0,13.0193
1,decoder,came up,23263138,1,1.0,10.8612
1,decoder,came up,23263138,1,1.0,12.9195
1,decoder,came up,23263138,1,1.0,12.9755
1,decoder,came up,23263138,1,1.0,13.72
1,decoder,came up,23263138,1,1.0,13.2123
1,decoder,came up,23263138,1,1.0,10.9647
1,decoder,ended up,49589762,1,1.0,12.9821
1,decoder,ended up,49589762,1,1.0,13.5519
1,decoder,ended up,49589762,1,1.0,12.4152
1,decoder,ended up,49589762,1,1.0,13.2839
1,decoder,ended up,49589762,1,1.0,12.3752
1,decoder,ended up,49589762,1,1.0,15.0299
1,decoder,ended up,49589762,1,1.0,13.2588
1,decoder,ended up,49589762,1,1.0,13.204
1,decoder,ended up,49589762,1,1.0,13.6562
1,decoder,ended up,49589762,1,1.0,11.8545
1,decoder,ended up,49589762,1,1.0,13.6104
1,decoder,ended up,49589762,1,1.0,14.3399
1,decoder,ended up,49589762,1,1.0,12.4776
1,decoder,ended up,49589762,1,1.0,12.279
1,decoder,ended up,49589762,1,1.0,13.3916
1,decoder,ended up,49589762,1,1.0,13.2127
1,decoder,ended up,49589762,1,1.0,13.0457
1,decoder,ended up,49589762,1,1.0,13.1201
1,decoder,ended up,49589762,1,1.0,14.134
1,decoder,ended up,49589762,1,1.0,14.5905
1,decoder,coming up,19257169,1,1.0,12.0281
1,decoder,coming up,19257169,1,1.0,11.7695
1,decoder,coming up,19257169,1,1.0,13.1164
1,decoder,coming up,19257169,1,1.0,13.4947
1,decoder,coming up,19257169,1,1.0,13.05
1,decoder,coming up,19257169,1,1.0,12.451
1,decoder,coming up,19257169,1,1.0,12.5271
1,decoder,coming up,19257169,1,1.0,12.9559
1,decoder,coming up,19257169,1,1.0,11.2093
1,decoder,coming up,19257169,1,1.0,11.5472
1,decoder,coming up,19257169,1,1.0,13.6634
1,decoder,coming up,19257169,1,1.0,11.0755
1,decoder,coming up,19257169,1,1.0,12.1173
1,decoder,coming up,19257169,1,1.0,12.2925
1,decoder,coming up,19257169,1,1.0,11.2293
1,decoder,coming up,19257169,1,1.0,11.8995
1,decoder,coming up,19257169,1,1.0,12.5404
1,decoder,coming up,19257169,1,1.0,13.5056
1,decoder,coming up,19257169,1,1.0,11.8215
1,decoder,coming up,19257169,1,1.0,13.6843
1,decoder,grew up,29647067,1,1.0,12.8149
1,decoder,grew up,29647067,1,1.0,14.378
1,decoder,grew up,29647067,1,1.0,14.4128
1,decoder,grew up,29647067,1,1.0,12.3573
1,decoder,grew up,29647067,1,1.0,12.9387
1,decoder,grew up,29647067,1,1.0,12.0428
1,decoder,grew up,29647067,1,1.0,13.2286
1,decoder,grew up,29647067,1,1.0,13.6561
1,decoder,grew up,29647067,1,1.0,14.7422
1,decoder,grew up,29647067,1,1.0,12.5551
1,decoder,grew up,29647067,1,1.0,13.9913
1,decoder,grew up,29647067,1,1.0,13.8943
1,decoder,grew up,29647067,1,1.0,11.7978
1,decoder,grew up,29647067,1,1.0,13.7518
1,decoder,grew up,29647067,1,1.0,12.9108
1,decoder,grew up,29647067,1,1.0,13.9578
1,decoder,grew up,29647067,1,1.0,11.9716
1,decoder,grew up,29647067,1,1.0,12.3659
1,decoder,grew up,29647067,1,1.0,14.144
1,decoder,grew up,29647067,1,1.0,12.4492
1,decoder,pick up,47130414,1,1.0,14.4824
1,decoder,pick up,47130414,1,1.0,13.0613
1,decoder,pick up,47130414,1,1.0,13.1109
1,decoder,pick up,47130414,1,1.0,12.2831
1,decoder,pick up,47130414,1,1.0,12.1737
1,decoder,pick up,47130414,1,1.0,12.4285
1,decoder,pick up,47130414,1,1.0,12.555
1,decoder,pick up,47130414,1,1.0,12.7587
1,decoder,pick up,47130414,1,1.0,13.4823
1,decoder,pick up,47130414,1,1.0,12.148
1,decoder,pick up,47130414,1,1.0,12.9616
1,decoder,pick up,47130414,1,1.0,13.0383
1,decoder,pick up,47130414,1,1.0,13.4633
1,decoder,pick up,47130414,1,1.0,13.5866
1,decoder,pick up,47130414,1,1.0,10.6545
1,decoder,pick up,47130414,1,1.0,12.8328
1,decoder,pick up,47130414,1,1.0,13.3824
1,decoder,pick up,47130414,1,1.0,14.1854
1,decoder,pick up,47130414,1,1.0,11.2348
1,decoder,pick up,47130414,1,1.0,13.8304
1,decoder,made up,30311015,1,1.0,14.2196
1,decoder,made up,30311015,1,1.0,13.2067
1,decoder,made up,30311015,1,1.0,14.0799
1,decoder,made up,30311015,1,1.0,13.3489
1,decoder,made up,30311015,1,1.0,12.5864
1,decoder,made up,30311015,1,1.0,14.2059
1,decoder,made up,30311015,1,1.0,14.1012
1,decoder,made up,30311015,1,1.0,12.7189
1,decoder,made up,30311015,1,1.0,13.0184
1,decoder,made up,30311015,1,1.0,13.9237
1,decoder,made up,30311015,1,1.0,13.4839
1,decoder,made up,30311015,1,1.0,10.4441
1,decoder,made up,30311015,1,1.0,13.7413
1,decoder,made up,30311015,1,1.0,12.7203
1,decoder,made up,30311015,1,1.0,11.7785
1,decoder,made up,30311015,1,1.0,14.3344
1,decoder,made up,30311015,1,1.0,11.7496
1,decoder,made up,30311015,1,1.0,13.3603
1,decoder,made up,30311015,1,1.0,13.93
1,decoder,made up,30311015,1,1.0,12.346
1,decoder,go up,14885945,1,1.0,12.5558
1,decoder,go up,14885945,1,1.0,13.1385
1,decoder,go up,14885945,1,1.0,11.9081
1,decoder,go up,14885945,1,1.0,11.5941
1,decoder,go up,14885945,1,1.0,10.9202
1,decoder,go up,14885945,1,1.0,12.864
1,decoder,go up,14885945,1,1.0,12.529
1,decoder,go up,14885945,1,1.0,14.1212
1,decoder,go up,14885945,1,1.0,11.4094
1,decoder,go up,14885945,1,1.0,13.1442
1,decoder,go up,14885945,1,1.0,13.5209
1,decoder,go up,14885945,1,1.0,12.2729
1,decoder,go up,14885945,1,1.0,10.5345
1,decoder,go up,14885945,1,1.0,10.461
1,decoder,go up,14885945,1,1.0,13.354
1,decoder,go up,14885945,1,1.0,11.373
1,decoder,go up,14885945,1,1.0,11.5369
1,decoder,go up,14885945,1,1.0,13.8518
1,decoder,go up,14885945,1,1.0,13.5847
1,decoder,go up,14885945,1,1.0,12.91
1,decoder,picked up,35329217,1,1.0,13.658
1,decoder,picked up,35329217,1,1.0,13.0829
1,decoder,picked up,35329217,1,1.0,13.5063
1,decoder,picked up,35329217,1,1.0,13.4702
1,decoder,picked up,35329217,1,1.0,12.7501
1,decoder,picked up,35329217,1,1.0,12.8138
1,decoder,picked up,35329217,1,1.0,14.1571
1,decoder,picked up,35329217,1,1.0,13.5429
1,decoder,picked up,35329217,1,1.0,12.8621
1,decoder,picked up,35329217,1,1.0,12.3009
1,decoder,picked up,35329217,1,1.0,13.2413
1,decoder,picked up,35329217,1,1.0,13.3452
1,decoder,picked up,35329217,1,1.0,13.5485
1,decoder,picked up,35329217,1,1.0,12.2295
1,decoder,picked up,35329217,1,1.0,12.2563
1,decoder,picked up,35329217,1,1.0,12.4756
1,decoder,picked up,35329217,1,1.0,12.2004
1,decoder,picked up,35329217,1,1.0,12.1173
1,decoder,picked up,35329217,1,1.0,12.6686
1,decoder,picked up,35329217,1,1.0,13.4892
1,decoder,show up,26201459,1,1.0,11.7774
1,decoder,show up,26201459,1,1.0,12.4468
1,decoder,show up,26201459,1,1.0,13.7012
1,decoder,show up,26201459,1,1.0,13.353
1,decoder,show up,26201459,1,1.0,12.4927
1,decoder,show up,26201459,1,1.0,13.8595
1,decoder,show up,26201459,1,1.0,14.4985
