layer,component,verb_up,frequency,classifier_pred,up_probability,logit
7,encoder,come up,46625776,1,0.9998,8.5949
7,encoder,come up,46625776,1,0.9917,4.788
7,encoder,come up,46625776,1,0.9988,6.7242
7,encoder,come up,46625776,1,1.0,10.9259
7,encoder,come up,46625776,0,0.0231,-3.7429
7,encoder,come up,46625776,1,0.9998,8.3891
7,encoder,come up,46625776,0,0.0025,-5.9697
7,encoder,come up,46625776,1,0.9993,7.2132
7,encoder,come up,46625776,1,0.9994,7.4504
7,encoder,come up,46625776,0,0.4586,-0.1659
7,encoder,come up,46625776,1,1.0,13.3909
7,encoder,come up,46625776,0,0.4184,-0.3293
7,encoder,come up,46625776,1,0.9997,8.021
7,encoder,come up,46625776,1,0.9996,7.7904
7,encoder,come up,46625776,1,0.9449,2.8421
7,encoder,come up,46625776,1,0.9354,2.6729
7,encoder,come up,46625776,1,0.9939,5.0957
7,encoder,come up,46625776,1,1.0,12.1086
7,encoder,come up,46625776,1,0.9959,5.504
7,encoder,come up,46625776,1,0.9528,3.006
7,encoder,set up,103842740,1,1.0,13.6971
7,encoder,set up,103842740,1,1.0,14.7634
7,encoder,set up,103842740,1,1.0,14.9508
7,encoder,set up,103842740,1,1.0,16.4977
7,encoder,set up,103842740,1,1.0,11.0885
7,encoder,set up,103842740,1,0.9999,9.6804
7,encoder,set up,103842740,1,1.0,13.2517
7,encoder,set up,103842740,1,0.9996,7.8932
7,encoder,set up,103842740,1,0.9974,5.9364
7,encoder,set up,103842740,1,1.0,14.1809
7,encoder,set up,103842740,1,0.9998,8.3934
7,encoder,set up,103842740,1,0.9999,9.3323
7,encoder,set up,103842740,1,1.0,11.6265
7,encoder,set up,103842740,0,0.0033,-5.6994
7,encoder,set up,103842740,1,0.9986,6.6055
7,encoder,set up,103842740,1,1.0,10.0062
7,encoder,set up,103842740,1,1.0,16.297
7,encoder,set up,103842740,1,1.0,10.3126
7,encoder,set up,103842740,1,1.0,11.3269
7,encoder,set up,103842740,1,0.9981,6.2609
7,encoder,up,0,1,0.9279,2.5556
7,encoder,up,0,1,1.0,13.1129
7,encoder,up,0,1,1.0,16.7584
7,encoder,up,0,1,1.0,10.5228
7,encoder,up,0,1,0.9998,8.6704
7,encoder,up,0,1,0.9999,8.8547
7,encoder,up,0,1,0.9876,4.3812
7,encoder,up,0,1,0.9865,4.2891
7,encoder,up,0,1,1.0,11.7886
7,encoder,up,0,1,1.0,12.5031
7,encoder,up,0,1,0.9999,9.3924
7,encoder,up,0,1,0.9977,6.0586
7,encoder,up,0,1,1.0,15.116
7,encoder,up,0,1,0.9991,6.9852
7,encoder,up,0,1,1.0,14.6124
7,encoder,up,0,1,1.0,13.7999
7,encoder,up,0,1,1.0,10.6915
7,encoder,up,0,1,0.9999,9.602
7,encoder,up,0,1,1.0,12.1393
7,encoder,up,0,1,1.0,17.6516
7,encoder,end up,70924084,1,0.9964,5.6355
7,encoder,end up,70924084,1,0.9947,5.2285
7,encoder,end up,70924084,1,1.0,10.6285
7,encoder,end up,70924084,1,0.9993,7.239
7,encoder,end up,70924084,1,0.9999,9.6707
7,encoder,end up,70924084,1,1.0,10.6839
7,encoder,end up,70924084,1,1.0,10.3314
