layer,component,verb_up,frequency,classifier_pred,up_probability,logit
5,encoder,come up,46625776,1,0.9998,8.7245
5,encoder,come up,46625776,1,0.9941,5.1196
5,encoder,come up,46625776,1,0.9989,6.832
5,encoder,come up,46625776,1,0.9997,8.2647
5,encoder,come up,46625776,1,0.7613,1.16
5,encoder,come up,46625776,1,0.9984,6.4394
5,encoder,come up,46625776,0,0.3727,-0.5207
5,encoder,come up,46625776,1,0.9977,6.0636
5,encoder,come up,46625776,1,1.0,10.3778
5,encoder,come up,46625776,0,0.1832,-1.4948
5,encoder,come up,46625776,1,1.0,11.6738
5,encoder,come up,46625776,1,0.9903,4.6288
5,encoder,come up,46625776,1,0.9996,7.9463
5,encoder,come up,46625776,1,0.9999,9.8504
5,encoder,come up,46625776,1,0.9114,2.3313
5,encoder,come up,46625776,1,0.9906,4.662
5,encoder,come up,46625776,1,0.9998,8.5663
5,encoder,come up,46625776,1,0.9999,8.954
5,encoder,come up,46625776,1,0.9558,3.0749
5,encoder,come up,46625776,1,0.9922,4.8475
5,encoder,set up,103842740,1,1.0,12.4345
5,encoder,set up,103842740,1,1.0,12.7264
5,encoder,set up,103842740,1,1.0,15.9876
5,encoder,set up,103842740,1,1.0,14.2686
5,encoder,set up,103842740,1,0.9999,9.0059
5,encoder,set up,103842740,1,0.9936,5.0468
5,encoder,set up,103842740,1,1.0,12.5773
5,encoder,set up,103842740,1,0.9999,9.0317
5,encoder,set up,103842740,1,1.0,13.833
5,encoder,set up,103842740,1,1.0,11.3043
5,encoder,set up,103842740,1,1.0,11.275
5,encoder,set up,103842740,1,0.9996,7.9431
5,encoder,set up,103842740,1,1.0,10.3703
5,encoder,set up,103842740,0,0.01,-4.5917
5,encoder,set up,103842740,1,0.9988,6.7448
5,encoder,set up,103842740,1,1.0,11.3255
5,encoder,set up,103842740,1,1.0,13.5768
5,encoder,set up,103842740,1,1.0,10.9695
5,encoder,set up,103842740,1,0.9999,8.8645
5,encoder,set up,103842740,1,0.9995,7.5093
5,encoder,up,0,1,0.9232,2.4862
5,encoder,up,0,1,1.0,11.1812
5,encoder,up,0,1,1.0,11.6129
5,encoder,up,0,1,1.0,12.1748
5,encoder,up,0,1,0.9979,6.1795
5,encoder,up,0,1,0.9999,9.7454
5,encoder,up,0,1,0.6554,0.6429
5,encoder,up,0,1,0.9993,7.3079
5,encoder,up,0,1,0.9999,8.9194
5,encoder,up,0,1,1.0,10.5781
5,encoder,up,0,1,0.9939,5.097
5,encoder,up,0,1,0.9994,7.3865
5,encoder,up,0,1,1.0,11.7882
5,encoder,up,0,1,0.9997,8.0926
5,encoder,up,0,1,1.0,15.2854
5,encoder,up,0,1,1.0,10.0944
5,encoder,up,0,1,0.9998,8.4269
5,encoder,up,0,1,0.9474,2.8905
5,encoder,up,0,1,0.9999,9.7988
5,encoder,up,0,1,1.0,17.513
5,encoder,end up,70924084,0,0.2461,-1.1193
5,encoder,end up,70924084,1,0.9981,6.2629
5,encoder,end up,70924084,1,0.9999,9.3254
5,encoder,end up,70924084,1,1.0,11.5879
5,encoder,end up,70924084,1,0.9995,7.7025
5,encoder,end up,70924084,1,1.0,10.8373
5,encoder,end up,70924084,1,0.9999,9.3502
5,encoder,end up,70924084,1,1.0,13.8639
5,encoder,end up,70924084,1,1.0,15.0231
5,encoder,end up,70924084,1,0.9984,6.4072
5,encoder,end up,70924084,1,0.9999,9.5776
5,encoder,end up,70924084,1,0.996,5.5103
5,encoder,end up,70924084,1,0.9891,4.5121
5,encoder,end up,70924084,1,0.9998,8.5832
5,encoder,end up,70924084,1,0.9567,3.0945
5,encoder,end up,70924084,1,1.0,12.2844
5,encoder,end up,70924084,1,0.991,4.6961
5,encoder,end up,70924084,1,0.9999,8.9408
5,encoder,end up,70924084,1,0.9905,4.6503
5,encoder,end up,70924084,1,0.8968,2.1625
5,encoder,came up,23263138,1,0.9495,2.9341
5,encoder,came up,23263138,1,1.0,13.7742
5,encoder,came up,23263138,1,0.9912,4.7294
5,encoder,came up,23263138,1,0.9996,7.8788
5,encoder,came up,23263138,1,0.9998,8.5568
5,encoder,came up,23263138,1,1.0,12.0801
5,encoder,came up,23263138,1,0.9999,9.4785
5,encoder,came up,23263138,1,0.9997,8.0768
5,encoder,came up,23263138,1,1.0,14.2828
5,encoder,came up,23263138,1,0.9844,4.1457
5,encoder,came up,23263138,1,0.9992,7.172
5,encoder,came up,23263138,1,0.9994,7.3967
5,encoder,came up,23263138,1,0.9988,6.7001
5,encoder,came up,23263138,0,0.0079,-4.8378
5,encoder,came up,23263138,1,0.9811,3.9488
5,encoder,came up,23263138,1,0.9981,6.2438
5,encoder,came up,23263138,1,0.9988,6.7353
5,encoder,came up,23263138,1,1.0,12.4337
5,encoder,came up,23263138,1,0.9999,9.1303
5,encoder,came up,23263138,1,0.979,3.8399
5,encoder,ended up,49589762,1,1.0,14.2774
5,encoder,ended up,49589762,1,1.0,10.3119
5,encoder,ended up,49589762,1,1.0,10.3036
5,encoder,ended up,49589762,1,0.9988,6.6945
5,encoder,ended up,49589762,1,1.0,12.7579
5,encoder,ended up,49589762,1,0.9942,5.1515
5,encoder,ended up,49589762,1,0.9974,5.9344
5,encoder,ended up,49589762,1,0.9865,4.2936
5,encoder,ended up,49589762,1,0.9999,9.7742
5,encoder,ended up,49589762,1,1.0,12.1283
5,encoder,ended up,49589762,1,0.9998,8.3166
5,encoder,ended up,49589762,1,0.9144,2.3689
5,encoder,ended up,49589762,1,1.0,10.3845
5,encoder,ended up,49589762,1,0.9999,9.7132
5,encoder,ended up,49589762,1,1.0,12.2607
5,encoder,ended up,49589762,1,0.9981,6.2887
5,encoder,ended up,49589762,1,1.0,10.179
5,encoder,ended up,49589762,0,0.0081,-4.8136
5,encoder,ended up,49589762,1,0.9999,9.2666
5,encoder,ended up,49589762,1,0.9998,8.7277
5,encoder,coming up,19257169,1,1.0,12.5781
5,encoder,coming up,19257169,1,0.9962,5.5816
5,encoder,coming up,19257169,1,0.9993,7.2099
5,encoder,coming up,19257169,1,0.9926,4.8942
5,encoder,coming up,19257169,1,0.9996,7.9421
5,encoder,coming up,19257169,1,0.9057,2.2618
5,encoder,coming up,19257169,1,1.0,11.5025
5,encoder,coming up,19257169,1,0.9927,4.9098
5,encoder,coming up,19257169,1,0.9999,9.8837
5,encoder,coming up,19257169,1,0.9999,8.8314
5,encoder,coming up,19257169,1,0.9562,3.083
5,encoder,coming up,19257169,1,0.953,3.0093
5,encoder,coming up,19257169,1,0.8332,1.6084
5,encoder,coming up,19257169,1,0.8434,1.684
5,encoder,coming up,19257169,1,0.9999,9.7293
5,encoder,coming up,19257169,1,0.9999,9.2314
5,encoder,coming up,19257169,1,0.9689,3.4373
5,encoder,coming up,19257169,1,0.9957,5.4417
5,encoder,coming up,19257169,1,0.9999,9.4963
5,encoder,coming up,19257169,1,0.9982,6.3256
5,encoder,grew up,29647067,0,0.0174,-4.0331
5,encoder,grew up,29647067,1,0.5901,0.3643
5,encoder,grew up,29647067,1,0.9997,8.2263
5,encoder,grew up,29647067,1,0.9999,9.7843
5,encoder,grew up,29647067,1,1.0,12.8485
5,encoder,grew up,29647067,1,0.9999,9.4021
5,encoder,grew up,29647067,1,0.9987,6.6617
5,encoder,grew up,29647067,1,0.9999,9.4466
5,encoder,grew up,29647067,1,1.0,10.3261
5,encoder,grew up,29647067,1,0.992,4.8265
5,encoder,grew up,29647067,1,0.9999,9.5587
5,encoder,grew up,29647067,1,1.0,10.1099
5,encoder,grew up,29647067,1,1.0,15.7285
5,encoder,grew up,29647067,1,0.9998,8.5059
