layer,component,verb_up,frequency,classifier_pred,up_probability,logit
11,encoder,come up,46625776,1,0.9997,8.1223
11,encoder,come up,46625776,1,0.9999,8.8953
11,encoder,come up,46625776,1,1.0,10.7329
11,encoder,come up,46625776,1,1.0,12.2665
11,encoder,come up,46625776,1,0.7676,1.1948
11,encoder,come up,46625776,1,1.0,10.7629
11,encoder,come up,46625776,1,0.9924,4.8757
11,encoder,come up,46625776,1,0.9998,8.5103
11,encoder,come up,46625776,1,1.0,10.6063
11,encoder,come up,46625776,1,0.9999,9.5764
11,encoder,come up,46625776,1,1.0,10.5189
11,encoder,come up,46625776,1,0.9999,9.1124
11,encoder,come up,46625776,1,0.9999,9.2102
11,encoder,come up,46625776,1,0.9999,9.4419
11,encoder,come up,46625776,1,0.9998,8.3085
11,encoder,come up,46625776,1,0.9998,8.6324
11,encoder,come up,46625776,1,0.9999,9.1174
11,encoder,come up,46625776,1,0.9999,9.6855
11,encoder,come up,46625776,1,1.0,11.2769
11,encoder,come up,46625776,1,0.9999,9.6975
11,encoder,set up,103842740,1,1.0,14.1409
11,encoder,set up,103842740,1,1.0,11.2878
11,encoder,set up,103842740,1,0.9999,9.8698
11,encoder,set up,103842740,1,1.0,11.5187
11,encoder,set up,103842740,1,1.0,12.1818
11,encoder,set up,103842740,1,0.9996,7.9241
11,encoder,set up,103842740,1,0.9999,9.7085
11,encoder,set up,103842740,1,0.9958,5.4632
11,encoder,set up,103842740,1,0.9999,8.9862
11,encoder,set up,103842740,1,1.0,11.7619
11,encoder,set up,103842740,1,0.9999,9.0309
11,encoder,set up,103842740,1,0.9987,6.6251
11,encoder,set up,103842740,1,0.9998,8.6314
11,encoder,set up,103842740,1,0.9894,4.5327
11,encoder,set up,103842740,1,0.9999,9.3848
11,encoder,set up,103842740,1,1.0,10.125
11,encoder,set up,103842740,1,1.0,11.5343
11,encoder,set up,103842740,1,0.9999,9.4285
11,encoder,set up,103842740,1,0.9999,9.3204
11,encoder,set up,103842740,1,0.9994,7.41
11,encoder,up,0,1,0.9472,2.8873
11,encoder,up,0,1,1.0,11.2917
11,encoder,up,0,1,1.0,11.4048
11,encoder,up,0,1,1.0,9.9249
11,encoder,up,0,1,1.0,12.4806
11,encoder,up,0,1,0.9999,8.8557
11,encoder,up,0,1,0.9956,5.4161
11,encoder,up,0,1,0.9899,4.5884
11,encoder,up,0,1,1.0,10.033
11,encoder,up,0,1,1.0,12.3496
11,encoder,up,0,1,0.9999,8.9417
11,encoder,up,0,1,0.9999,9.1987
11,encoder,up,0,1,1.0,14.8815
